brand,product_code,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found
Givenchy,241955.0,Givenchy Product 226,Wallet,Ostrich Leather,Leather,1 hide,Black,Textured,Machine-made,United Kingdom,2025,LWG-certified tannery (if applicable),Ethically sourced leather,10608.71,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 227,Belt,Ostrich Leather,Leather,1 hide,Black,Smooth,Handcrafted,Spain,2025,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,64588.53,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Saint Laurent,918361.0,Saint Laurent Product 228,Wallet,Calfskin (Bovine),Leather,1 hide,Beige,Grain,Handcrafted,France,2024,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,11588.31,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Versace,496647.0,Versace Product 229,Shoes,Bovine (Cowhide),Leather,1 hide,Black,Grain,Handcrafted,France,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,30700.59,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Bottega Veneta,968034.0,Bottega Veneta Product 230,Shoes,Bovine (Cowhide),Leather,1 hide,Monogram,Textured,Hand-stitched,Spain,2021,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,90702.4,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,257457.0,Dior Product 231,Bag,Lambskin (Sheepskin),Leather,1 hide,Red,Textured,Handcrafted,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,23905.11,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 232,Shoes,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Handcrafted,Italy,2020,LWG-certified tannery (if applicable),Ethically sourced leather,40739.84,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Hermès,518086.0,Hermès Product 233,Belt,Ostrich Leather,Leather,1 hide,Black,Grain,Machine-made,Spain,2023,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,72916.6,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,844246.0,Fendi Product 234,Wallet,Crocodile Leather,Exotic Leather,1 skin,Brown,Embossed,Hand-stitched,United Kingdom,2025,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,34341.78,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,338517.0,Fendi Product 235,Bag,Crocodile Leather,Exotic Leather,1 skin,Beige,Quilted,Handcrafted,France,2024,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,84950.13,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Tom Ford,783078.0,Tom Ford Product 236,Bag,Crocodile Leather,Exotic Leather,1 skin,Black,Quilted,Hand-stitched,United Kingdom,2024,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,46577.29,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,549249.0,Saint Laurent Product 237,Bag,Calfskin (Bovine),Leather,1 hide,Brown,Embossed,Machine-made,Spain,2021,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,90437.08,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,975252.0,Dior Product 238,Bag,Ostrich Leather,Leather,1 hide,Brown,Quilted,Handcrafted,United Kingdom,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,36595.29,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 239,Belt,Calfskin (Bovine),Leather,1 hide,Beige,Textured,Handcrafted,United Kingdom,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,44682.9,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Miu Miu,762486.0,Miu Miu Product 240,Bag,Calfskin (Bovine),Leather,1 hide,Red,Grain,Hand-stitched,United Kingdom,2023,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,30139.18,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 241,Shoes,Crocodile Leather,Exotic Leather,1 skin,Black,Grain,Hand-stitched,France,2022,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,24223.04,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Miu Miu,131010.0,Miu Miu Product 242,Wallet,Ostrich Leather,Leather,1 hide,Red,Textured,Handcrafted,Italy,2021,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,93874.56,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,105165.0,Dolce & Gabbana Product 243,Belt,Crocodile Leather,Exotic Leather,1 skin,Brown,Quilted,Handcrafted,France,2020,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,31702.34,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,980967.0,Chanel Product 244,Bag,Lambskin (Sheepskin),Leather,1 hide,Monogram,Embossed,Handcrafted,Italy,2021,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,37568.79,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,806823.0,Loewe Product 245,Wallet,Calfskin (Bovine),Leather,1 hide,Red,Embossed,Handcrafted,France,2020,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,11719.74,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,235000.0,Fendi Product 246,Shoes,Ostrich Leather,Leather,1 hide,Red,Grain,Machine-made,Spain,2021,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,14344.06,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,616273.0,Loewe Product 247,Wallet,Calfskin (Bovine),Leather,1 hide,Brown,Quilted,Machine-made,Spain,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,67609.58,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 248,Bag,Lambskin (Sheepskin),Leather,1 hide,Black,Quilted,Machine-made,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,76234.33,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Chanel,123074.0,Chanel Product 249,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Smooth,Hand-stitched,Italy,2023,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,32121.96,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 250,Belt,Calfskin (Bovine),Leather,1 hide,Red,Textured,Handcrafted,France,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,35887.66,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Chanel,952347.0,Chanel Product 251,Shoes,Ostrich Leather,Leather,1 hide,Beige,Textured,Hand-stitched,United Kingdom,2023,LWG-certified tannery (if applicable),Ethically sourced leather,58420.2,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Hermès,379203.0,Hermès Product 252,Bag,Bovine (Cowhide),Leather,1 hide,Black,Smooth,Machine-made,Italy,2025,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,23814.07,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,901444.0,Loewe Product 253,Belt,Bovine (Cowhide),Leather,1 hide,Monogram,Embossed,Machine-made,France,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,38698.72,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,370195.0,Dolce & Gabbana Product 254,Belt,Bovine (Cowhide),Leather,1 hide,Brown,Grain,Handcrafted,Italy,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,29407.38,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,305538.0,Valentino Product 255,Wallet,Bovine (Cowhide),Leather,1 hide,Brown,Smooth,Machine-made,Italy,2020,LWG-certified tannery (if applicable),Strict sourcing from certified farms,81566.24,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Hermès,207567.0,Hermès Product 256,Bag,Lambskin (Sheepskin),Leather,1 hide,Monogram,Textured,Handcrafted,Spain,2023,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,18732.9,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,954219.0,Chanel Product 257,Belt,Lambskin (Sheepskin),Leather,1 hide,Beige,Grain,Handcrafted,France,2022,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,72929.1,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,549365.0,Chanel Product 258,Belt,Calfskin (Bovine),Leather,1 hide,Monogram,Grain,Handcrafted,Spain,2024,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,49976.96,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Givenchy,632269.0,Givenchy Product 259,Wallet,Calfskin (Bovine),Leather,1 hide,Brown,Grain,Handcrafted,United Kingdom,2024,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,77970.6,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,916275.0,Miu Miu Product 260,Belt,Calfskin (Bovine),Leather,1 hide,Monogram,Textured,Hand-stitched,Spain,2023,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,31508.38,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,583821.0,Alexander Mcqueen Product 261,Bag,Calfskin (Bovine),Leather,1 hide,Red,Grain,Handcrafted,Spain,2020,LWG-certified tannery (if applicable),Ethically sourced leather,1653.27,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 262,Bag,Bovine (Cowhide),Leather,1 hide,Brown,Embossed,Handcrafted,United Kingdom,2022,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,25871.64,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Burberry,,Burberry Product 263,Wallet,Crocodile Leather,Exotic Leather,1 skin,Beige,Embossed,Handcrafted,France,2024,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,13281.83,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Dior,292704.0,Dior Product 264,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Textured,Hand-stitched,Italy,2022,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,61331.12,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 265,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Machine-made,Italy,2022,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,66204.35,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Bottega Veneta,378324.0,Bottega Veneta Product 266,Shoes,Ostrich Leather,Leather,1 hide,Beige,Quilted,Machine-made,Italy,2025,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,26108.56,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Hermès,691302.0,Hermès Product 267,Wallet,Crocodile Leather,Exotic Leather,1 skin,Brown,Embossed,Machine-made,Spain,2023,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,71015.69,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,857753.0,Dolce & Gabbana Product 268,Bag,Bovine (Cowhide),Leather,1 hide,Monogram,Smooth,Hand-stitched,France,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,20494.67,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,612944.0,Fendi Product 269,Wallet,Bovine (Cowhide),Leather,1 hide,Beige,Textured,Hand-stitched,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,25961.92,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Tom Ford,448684.0,Tom Ford Product 270,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Embossed,Handcrafted,France,2022,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,29150.57,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 271,Wallet,Ostrich Leather,Leather,1 hide,Red,Embossed,Handcrafted,Italy,2021,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,34222.35,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Gucci,,Gucci Product 272,Wallet,Bovine (Cowhide),Leather,1 hide,Brown,Embossed,Hand-stitched,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,52086.32,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Prada,,Prada Product 273,Bag,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,Italy,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,33427.6,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Loewe,310430.0,Loewe Product 274,Wallet,Lambskin (Sheepskin),Leather,1 hide,Beige,Embossed,Machine-made,Italy,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,52661.49,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,484559.0,Valentino Product 275,Wallet,Crocodile Leather,Exotic Leather,1 skin,Red,Smooth,Machine-made,United Kingdom,2025,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,83420.16,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Valentino,506942.0,Valentino Product 276,Shoes,Calfskin (Bovine),Leather,1 hide,Monogram,Textured,Handcrafted,Italy,2021,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,89802.83,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Givenchy,113130.0,Givenchy Product 277,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Smooth,Hand-stitched,Spain,2023,LWG-certified tannery (if applicable),Strict sourcing from certified farms,56636.26,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,345883.0,Saint Laurent Product 278,Belt,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Handcrafted,France,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,90532.79,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,968772.0,Celine Product 279,Shoes,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,France,2023,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,25969.55,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 280,Belt,Ostrich Leather,Leather,1 hide,Monogram,Quilted,Hand-stitched,Spain,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,35205.36,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Balenciaga,561891.0,Balenciaga Product 281,Belt,Crocodile Leather,Exotic Leather,1 skin,Black,Embossed,Handcrafted,Italy,2023,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,54619.77,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
